,Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,HTR,Referee,H_GS_H,H_GS_A,H_GR_H,H_GR_A,H_TGS,H_TGR,H_AvGS_H,H_AvGS_A,H_AvGR_H,H_AvGR_A,H_Av_TGS,H_Av_TGR,H_Pnt_H,H_Pnt_A,H_T_pnt,H_Av_Pnt_H,H_Av_pnt_A,H_Av_T_pnt,Aw_GS_H,Aw_GS_A,Aw_GR_H,Aw_GR_A,Aw_TGS,Aw_TGR,Aw_AvGS_H,Aw_AvGS_A,Aw_AvGR_H,Aw_AvGR_A,Aw_Av_TGS,Aw_Av_TGR,Aw_Pnt_H,Aw_Pnt_A,Aw_T_pnt,Aw_Av_Pnt_H,Aw_Av_pnt_A,Aw_Av_T_pnt,DIFF_av_TP,DIFF_av_HP-AP,SUMM_av_HGSH+AGRA,SUMM_av_HGRH+AGSA,SUMM_av_HTGS+ATGR,SUMM_av_HTGR+ATGS
33,10/09/16,Liverpool,Leicester,4,1,H,2,1,H,C Pawson,0.0,5.0,0.0,6.0,5.0,6.0,0.0,1.66666666667,0.0,2.0,1.66666666667,2.0,0.0,4.0,4.0,0.0,1.33333333333,1.33333333333,2.0,1.0,1.0,2.0,3.0,3.0,1.0,1.0,0.5,2.0,1.0,1.0,4.0,0.0,4.0,2.0,0.0,1.33333333333,0.0,0.0,2.0,1.0,2.66666666667,3.0
34,10/09/16,Man United,Man City,1,2,A,1,2,A,M Clattenburg,2.0,4.0,0.0,1.0,6.0,1.0,2.0,2.0,0.0,0.5,2.0,0.333333333333,3.0,6.0,9.0,3.0,3.0,3.0,5.0,4.0,2.0,1.0,9.0,3.0,2.5,4.0,1.0,1.0,3.0,1.0,6.0,3.0,9.0,3.0,3.0,3.0,0.0,0.0,3.0,4.0,3.0,3.33333333333
35,10/09/16,Middlesbrough,Crystal Palace,1,2,A,1,1,D,N Swarbrick,1.0,2.0,1.0,1.0,3.0,2.0,1.0,1.0,1.0,0.5,1.0,0.666666666667,1.0,4.0,5.0,1.0,2.0,1.66666666667,1.0,0.0,2.0,1.0,1.0,3.0,0.5,0.0,1.0,1.0,0.333333333333,1.0,1.0,0.0,1.0,0.5,0.0,0.333333333333,1.33333333333,1.0,2.0,1.0,2.0,1.0
36,10/09/16,Stoke,Tottenham,0,4,A,0,1,A,A Taylor,1.0,1.0,4.0,2.0,2.0,6.0,1.0,0.5,4.0,1.0,0.666666666667,2.0,0.0,1.0,1.0,0.0,0.5,0.333333333333,2.0,1.0,1.0,1.0,3.0,2.0,1.0,1.0,0.5,1.0,1.0,0.666666666667,4.0,1.0,5.0,2.0,1.0,1.66666666667,-1.33333333333,-1.0,2.0,5.0,1.33333333333,3.0
37,10/09/16,West Ham,Watford,2,4,A,2,2,D,M Atkinson,1.0,2.0,0.0,5.0,3.0,5.0,1.0,1.0,0.0,2.5,1.0,1.66666666667,3.0,0.0,3.0,3.0,0.0,1.0,2.0,1.0,5.0,1.0,3.0,6.0,1.0,1.0,2.5,1.0,1.0,2.0,0.0,1.0,1.0,0.0,1.0,0.333333333333,0.666666666667,2.0,2.0,1.0,3.0,2.66666666667
38,11/09/16,Swansea,Chelsea,2,2,D,0,1,A,A Marriner,0.0,2.0,2.0,2.0,2.0,4.0,0.0,1.0,2.0,1.0,0.666666666667,1.33333333333,0.0,3.0,3.0,0.0,1.5,1.0,5.0,2.0,1.0,1.0,7.0,2.0,2.5,2.0,0.5,1.0,2.33333333333,0.666666666667,6.0,3.0,9.0,3.0,3.0,3.0,-2.0,-3.0,1.0,4.0,1.33333333333,3.66666666667
39,12/09/16,Sunderland,Everton,0,3,A,0,0,D,M Jones,1.0,2.0,2.0,3.0,3.0,5.0,1.0,1.0,2.0,1.5,1.0,1.66666666667,0.0,1.0,1.0,0.0,0.5,0.333333333333,2.0,2.0,1.0,1.0,4.0,2.0,1.0,2.0,0.5,1.0,1.33333333333,0.666666666667,4.0,3.0,7.0,2.0,3.0,2.33333333333,-2.0,-3.0,2.0,4.0,1.66666666667,3.0
40,16/09/16,Chelsea,Liverpool,1,2,A,0,2,A,M Atkinson,5.0,4.0,1.0,3.0,9.0,4.0,2.5,2.0,0.5,1.5,2.25,1.0,6.0,4.0,10.0,3.0,2.0,2.5,4.0,5.0,1.0,6.0,9.0,7.0,4.0,1.66666666667,1.0,2.0,2.25,1.75,3.0,4.0,7.0,3.0,1.33333333333,1.75,0.75,1.66666666667,4.5,2.16666666667,4.0,3.25
41,17/09/16,Everton,Middlesbrough,3,1,H,3,1,H,L Mason,2.0,5.0,1.0,1.0,7.0,2.0,1.0,2.5,0.5,0.5,1.75,0.5,4.0,6.0,10.0,2.0,3.0,2.5,2.0,2.0,3.0,1.0,4.0,4.0,1.0,1.0,1.5,0.5,1.0,1.0,1.0,4.0,5.0,0.5,2.0,1.25,1.25,0.0,1.5,1.5,2.75,1.5
42,17/09/16,Hull,Arsenal,1,4,A,0,1,A,R East,2.0,3.0,2.0,1.0,5.0,3.0,1.0,1.5,1.0,0.5,1.25,0.75,3.0,4.0,7.0,1.5,2.0,1.75,5.0,3.0,5.0,1.0,8.0,6.0,2.5,1.5,2.5,0.5,2.0,1.5,3.0,4.0,7.0,1.5,2.0,1.75,0.0,-0.5,1.5,2.5,2.75,2.75
43,17/09/16,Leicester,Burnley,3,0,H,1,0,H,A Taylor,2.0,2.0,1.0,6.0,4.0,7.0,1.0,1.0,0.5,3.0,1.0,1.75,4.0,0.0,4.0,2.0,0.0,1.0,3.0,0.0,2.0,3.0,3.0,5.0,1.0,0.0,0.666666666667,3.0,0.75,1.25,4.0,0.0,4.0,1.33333333333,0.0,1.0,0.0,2.0,4.0,0.5,2.25,2.5
44,17/09/16,Man City,Bournemouth,4,0,H,2,0,H,J Moss,5.0,6.0,2.0,2.0,11.0,4.0,2.5,3.0,1.0,1.0,2.75,1.0,6.0,6.0,12.0,3.0,3.0,3.0,2.0,1.0,3.0,2.0,3.0,5.0,1.0,0.5,1.5,1.0,0.75,1.25,3.0,1.0,4.0,1.5,0.5,1.0,2.0,2.5,3.5,1.5,4.0,1.75
45,17/09/16,West Brom,West Ham,4,2,H,3,0,H,M Clattenburg,1.0,1.0,2.0,1.0,2.0,3.0,0.5,0.5,1.0,0.5,0.5,0.75,1.0,3.0,4.0,0.5,1.5,1.0,3.0,2.0,4.0,5.0,5.0,9.0,1.5,1.0,2.0,2.5,1.25,2.25,3.0,0.0,3.0,1.5,0.0,0.75,0.25,0.5,3.0,2.0,2.75,2.0
46,18/09/16,Crystal Palace,Stoke,4,1,H,2,0,H,C Pawson,1.0,2.0,2.0,2.0,3.0,4.0,0.5,1.0,1.0,1.0,0.75,1.0,1.0,3.0,4.0,0.5,1.5,1.0,1.0,1.0,8.0,2.0,2.0,10.0,0.5,0.5,4.0,1.0,0.5,2.5,0.0,1.0,1.0,0.0,0.5,0.25,0.75,0.0,1.5,1.5,3.25,1.5
47,18/09/16,Southampton,Swansea,1,0,H,0,0,D,M Jones,2.0,1.0,2.0,4.0,3.0,6.0,1.0,0.5,1.0,2.0,0.75,1.5,2.0,0.0,2.0,1.0,0.0,0.5,2.0,2.0,4.0,2.0,4.0,6.0,1.0,1.0,2.0,1.0,1.0,1.5,1.0,3.0,4.0,0.5,1.5,1.0,-0.5,-0.5,2.0,2.0,2.25,2.5
48,18/09/16,Tottenham,Sunderland,1,0,H,0,0,D,M Dean,2.0,5.0,1.0,1.0,7.0,2.0,1.0,2.5,0.5,0.5,1.75,0.5,4.0,4.0,8.0,2.0,2.0,2.0,1.0,2.0,5.0,3.0,3.0,8.0,0.5,1.0,2.5,1.5,0.75,2.0,0.0,1.0,1.0,0.0,0.5,0.25,1.75,1.5,2.5,1.5,3.75,1.25
49,18/09/16,Watford,Man United,3,1,H,1,0,H,M Oliver,2.0,5.0,5.0,3.0,7.0,8.0,1.0,2.5,2.5,1.5,1.75,2.0,0.0,4.0,4.0,0.0,2.0,1.0,3.0,4.0,2.0,1.0,7.0,3.0,1.5,2.0,1.0,0.5,1.75,0.75,3.0,6.0,9.0,1.5,3.0,2.25,-1.25,-3.0,1.5,4.5,2.5,3.75
50,24/09/16,Arsenal,Chelsea,3,0,H,3,0,H,M Oliver,5.0,7.0,5.0,2.0,12.0,7.0,2.5,2.33333333333,2.5,0.666666666667,2.4,1.4,3.0,7.0,10.0,1.5,2.33333333333,2.0,6.0,4.0,3.0,3.0,10.0,6.0,2.0,2.0,1.0,1.5,2.0,1.2,6.0,4.0,10.0,2.0,2.0,2.0,0.0,-0.5,4.0,4.5,3.6,3.4
51,24/09/16,Bournemouth,Everton,1,0,H,1,0,H,R Madley,2.0,1.0,3.0,6.0,3.0,9.0,1.0,0.333333333333,1.5,2.0,0.6,1.8,3.0,1.0,4.0,1.5,0.333333333333,0.8,5.0,5.0,2.0,1.0,10.0,3.0,1.66666666667,2.5,0.666666666667,0.5,2.0,0.6,7.0,6.0,13.0,2.33333333333,3.0,2.6,-1.8,-1.5,1.5,4.0,1.2,3.8
52,24/09/16,Liverpool,Hull,5,1,H,3,0,H,A Marriner,4.0,7.0,1.0,7.0,11.0,8.0,4.0,1.75,1.0,1.75,2.2,1.6,3.0,7.0,10.0,3.0,1.75,2.0,3.0,3.0,6.0,1.0,6.0,7.0,1.0,1.5,2.0,0.5,1.2,1.4,3.0,4.0,7.0,1.0,2.0,1.4,0.6,1.0,4.5,2.5,3.6,2.8
53,24/09/16,Man United,Leicester,4,1,H,4,0,H,M Dean,3.0,5.0,2.0,4.0,8.0,6.0,1.5,1.66666666667,1.0,1.33333333333,1.6,1.2,3.0,6.0,9.0,1.5,2.0,1.8,5.0,2.0,1.0,6.0,7.0,7.0,1.66666666667,1.0,0.333333333333,3.0,1.4,1.4,7.0,0.0,7.0,2.33333333333,0.0,1.4,0.4,1.5,4.5,2.0,3.0,2.6
54,24/09/16,Middlesbrough,Tottenham,1,2,A,0,2,A,G Scott,2.0,3.0,3.0,4.0,5.0,7.0,1.0,1.0,1.5,1.33333333333,1.0,1.4,1.0,4.0,5.0,0.5,1.33333333333,1.0,3.0,5.0,1.0,1.0,8.0,2.0,1.0,2.5,0.333333333333,0.5,1.6,0.4,7.0,4.0,11.0,2.33333333333,2.0,2.2,-1.2,-1.5,1.5,4.0,1.4,3.0
55,24/09/16,Stoke,West Brom,1,1,D,0,0,D,M Atkinson,1.0,2.0,8.0,6.0,3.0,14.0,0.5,0.666666666667,4.0,2.0,0.6,2.8,0.0,1.0,1.0,0.0,0.333333333333,0.2,5.0,1.0,4.0,1.0,6.0,5.0,1.66666666667,0.5,1.33333333333,0.5,1.2,1.0,4.0,3.0,7.0,1.33333333333,1.5,1.4,-1.2,-1.5,1.0,4.5,1.6,4.0
56,24/09/16,Sunderland,Crystal Palace,2,3,A,1,0,H,A Taylor,1.0,2.0,5.0,4.0,3.0,9.0,0.5,0.666666666667,2.5,1.33333333333,0.6,1.8,0.0,1.0,1.0,0.0,0.333333333333,0.2,5.0,2.0,3.0,2.0,7.0,5.0,1.66666666667,1.0,1.0,1.0,1.4,1.0,4.0,3.0,7.0,1.33333333333,1.5,1.4,-1.2,-1.5,1.5,3.5,1.6,3.2
57,24/09/16,Swansea,Man City,1,3,A,1,1,D,N Swarbrick,2.0,2.0,4.0,3.0,4.0,7.0,1.0,0.666666666667,2.0,1.0,0.8,1.4,1.0,3.0,4.0,0.5,1.0,0.8,9.0,6.0,2.0,2.0,15.0,4.0,3.0,3.0,0.666666666667,1.0,3.0,0.8,9.0,6.0,15.0,3.0,3.0,3.0,-2.2,-2.5,2.0,5.0,1.6,4.4
58,25/09/16,West Ham,Southampton,0,3,A,0,1,A,J Moss,3.0,4.0,4.0,9.0,7.0,13.0,1.5,1.33333333333,2.0,3.0,1.4,2.6,3.0,0.0,3.0,1.5,0.0,0.6,3.0,1.0,2.0,4.0,4.0,6.0,1.0,0.5,0.666666666667,2.0,0.8,1.2,5.0,0.0,5.0,1.66666666667,0.0,1.0,-0.4,1.5,3.5,2.5,2.6,3.4
59,26/09/16,Burnley,Watford,2,0,H,1,0,H,M Jones,3.0,0.0,2.0,6.0,3.0,8.0,1.0,0.0,0.666666666667,3.0,0.6,1.6,4.0,0.0,4.0,1.33333333333,0.0,0.8,5.0,5.0,6.0,3.0,10.0,9.0,1.66666666667,2.5,2.0,1.5,2.0,1.8,3.0,4.0,7.0,1.0,2.0,1.4,-0.6,-0.666666666667,2.5,3.16666666667,2.4,3.6
60,30/09/16,Everton,Crystal Palace,1,1,D,1,0,H,J Moss,5.0,5.0,2.0,2.0,10.0,4.0,1.66666666667,1.66666666667,0.666666666667,0.666666666667,1.66666666667,0.666666666667,7.0,6.0,13.0,2.33333333333,2.0,2.16666666667,5.0,5.0,3.0,4.0,10.0,7.0,1.66666666667,1.66666666667,1.0,1.33333333333,1.66666666667,1.16666666667,4.0,6.0,10.0,1.33333333333,2.0,1.66666666667,0.5,0.333333333333,3.0,2.33333333333,2.83333333333,2.33333333333
61,01/10/16,Hull,Chelsea,0,2,A,0,0,D,A Taylor,3.0,4.0,6.0,6.0,7.0,12.0,1.0,1.33333333333,2.0,2.0,1.16666666667,2.0,3.0,4.0,7.0,1.0,1.33333333333,1.16666666667,6.0,4.0,3.0,6.0,10.0,9.0,2.0,1.33333333333,1.0,2.0,1.66666666667,1.5,6.0,4.0,10.0,2.0,1.33333333333,1.66666666667,-0.5,-0.333333333333,3.0,3.33333333333,2.66666666667,3.66666666667
62,01/10/16,Sunderland,West Brom,1,1,D,0,1,A,S Attwell,3.0,2.0,8.0,4.0,5.0,12.0,1.0,0.666666666667,2.66666666667,1.33333333333,0.833333333333,2.0,0.0,1.0,1.0,0.0,0.333333333333,0.166666666667,5.0,2.0,4.0,2.0,7.0,6.0,1.66666666667,0.666666666667,1.33333333333,0.666666666667,1.16666666667,1.0,4.0,4.0,8.0,1.33333333333,1.33333333333,1.33333333333,-1.16666666667,-1.33333333333,1.66666666667,3.33333333333,1.83333333333,3.16666666667
63,01/10/16,Swansea,Liverpool,1,2,A,1,0,H,M Oliver,3.0,2.0,7.0,3.0,5.0,10.0,1.0,0.666666666667,2.33333333333,1.0,0.833333333333,1.66666666667,1.0,3.0,4.0,0.333333333333,1.0,0.666666666667,9.0,7.0,2.0,7.0,16.0,9.0,4.5,1.75,1.0,1.75,2.66666666667,1.5,6.0,7.0,13.0,3.0,1.75,2.16666666667,-1.5,-1.41666666667,2.75,4.08333333333,2.33333333333,4.33333333333
