,Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,HTR,Referee,H_GS_H,H_GS_A,H_GR_H,H_GR_A,H_TGS,H_TGR,H_AvGS_H,H_AvGS_A,H_AvGR_H,H_AvGR_A,H_Av_TGS,H_Av_TGR,H_Pnt_H,H_Pnt_A,H_Av_Pnt_H,H_Av_pnt_A,H_T_pnt,H_Av_T_pnt,Aw_GS_H,Aw_GS_A,Aw_GR_H,Aw_GR_A,Aw_TGS,Aw_TGR,Aw_AvGS_H,Aw_AvGS_A,Aw_AvGR_H,Aw_AvGR_A,Aw_Av_TGS,Aw_Av_TGR,Aw_Pnt_H,Aw_Pnt_A,Aw_Av_Pnt_H,Aw_Av_pnt_A,Aw_T_pnt,Aw_Av_T_pnt
235,04/02/17,Tottenham,Middlesbrough,1,0,H,0,0,D,M Clattenburg,25.0,20.0,5.0,11.0,2.27272727273,1.66666666667,0.454545454545,0.916666666667,29.0,18.0,2.63636363636,1.5,45.0,16.0,1.95652173913,0.695652173913,47.0,2.04347826087,11.0,8.0,14.0,12.0,0.916666666667,0.727272727273,1.16666666667,1.09090909091,12.0,9.0,1.0,0.818181818182,19.0,26.0,0.826086956522,1.13043478261,21.0,0.913043478261
236,04/02/17,Watford,Burnley,2,1,H,2,0,H,M Oliver,15.0,12.0,17.0,22.0,1.36363636364,1.0,1.54545454545,1.83333333333,15.0,12.0,1.36363636364,1.0,27.0,39.0,1.17391304348,1.69565217391,27.0,1.17391304348,21.0,4.0,11.0,22.0,1.61538461538,0.4,0.846153846154,2.2,28.0,1.0,2.15384615385,0.1,25.0,33.0,1.08695652174,1.4347826087,29.0,1.26086956522
237,04/02/17,West Brom,Stoke,1,0,H,1,0,H,K Friend,21.0,10.0,14.0,15.0,1.90909090909,0.833333333333,1.27272727273,1.25,20.0,13.0,1.81818181818,1.08333333333,31.0,29.0,1.34782608696,1.26086956522,33.0,1.4347826087,15.0,14.0,15.0,20.0,1.25,1.27272727273,1.25,1.81818181818,17.0,12.0,1.41666666667,1.09090909091,29.0,35.0,1.26086956522,1.52173913043,29.0,1.26086956522
238,05/02/17,Leicester,Man United,0,3,A,0,2,A,A Taylor,16.0,8.0,13.0,25.0,1.45454545455,0.666666666667,1.18181818182,2.08333333333,18.0,3.0,1.63636363636,0.25,24.0,38.0,1.04347826087,1.65217391304,21.0,0.913043478261,17.0,16.0,9.0,12.0,1.41666666667,1.45454545455,0.75,1.09090909091,21.0,21.0,1.75,1.90909090909,33.0,21.0,1.4347826087,0.913043478261,42.0,1.82608695652
239,05/02/17,Man City,Swansea,2,1,H,1,0,H,M Dean,21.0,26.0,12.0,16.0,1.90909090909,2.16666666667,1.09090909091,1.33333333333,22.0,24.0,2.0,2.0,47.0,28.0,2.04347826087,1.21739130435,46.0,2.0,16.0,12.0,28.0,24.0,1.33333333333,1.09090909091,2.33333333333,2.18181818182,11.0,10.0,0.916666666667,0.909090909091,28.0,52.0,1.21739130435,2.26086956522,21.0,0.913043478261
240,11/02/17,Arsenal,Hull,2,0,H,1,0,H,M Clattenburg,24.0,28.0,13.0,15.0,2.0,2.33333333333,1.08333333333,1.25,26.0,21.0,2.16666666667,1.75,52.0,28.0,2.16666666667,1.16666666667,47.0,1.95833333333,16.0,6.0,21.0,26.0,1.33333333333,0.5,1.75,2.16666666667,15.0,5.0,1.25,0.416666666667,22.0,47.0,0.916666666667,1.95833333333,20.0,0.833333333333
241,11/02/17,Liverpool,Tottenham,2,0,H,2,0,H,A Taylor,29.0,23.0,11.0,19.0,2.63636363636,1.76923076923,1.0,1.46153846154,24.0,22.0,2.18181818182,1.69230769231,52.0,30.0,2.16666666667,1.25,46.0,1.91666666667,26.0,20.0,5.0,11.0,2.16666666667,1.66666666667,0.416666666667,0.916666666667,32.0,18.0,2.66666666667,1.5,46.0,16.0,1.91666666667,0.666666666667,50.0,2.08333333333
242,11/02/17,Man United,Watford,2,0,H,1,0,H,R Madley,17.0,19.0,9.0,12.0,1.41666666667,1.58333333333,0.75,1.0,21.0,24.0,1.75,2.0,36.0,21.0,1.5,0.875,45.0,1.875,17.0,12.0,18.0,22.0,1.41666666667,1.0,1.5,1.83333333333,18.0,12.0,1.5,1.0,29.0,40.0,1.20833333333,1.66666666667,30.0,1.25
243,11/02/17,Middlesbrough,Everton,0,0,D,0,0,D,M Dean,11.0,8.0,14.0,13.0,0.916666666667,0.666666666667,1.16666666667,1.08333333333,12.0,9.0,1.0,0.75,19.0,27.0,0.791666666667,1.125,21.0,0.875,25.0,15.0,10.0,17.0,2.08333333333,1.25,0.833333333333,1.41666666667,25.0,15.0,2.08333333333,1.25,40.0,27.0,1.66666666667,1.125,40.0,1.66666666667
244,11/02/17,Stoke,Crystal Palace,1,0,H,0,0,D,M Atkinson,15.0,14.0,15.0,21.0,1.25,1.16666666667,1.25,1.75,17.0,12.0,1.41666666667,1.0,29.0,36.0,1.20833333333,1.5,29.0,1.20833333333,13.0,19.0,20.0,25.0,1.08333333333,1.58333333333,1.66666666667,2.08333333333,7.0,12.0,0.583333333333,1.0,32.0,45.0,1.33333333333,1.875,19.0,0.791666666667
245,11/02/17,Sunderland,Southampton,0,4,A,0,2,A,P Tierney,14.0,10.0,20.0,22.0,1.16666666667,0.833333333333,1.66666666667,1.83333333333,12.0,7.0,1.0,0.583333333333,24.0,42.0,1.0,1.75,19.0,0.791666666667,14.0,10.0,14.0,17.0,1.16666666667,0.833333333333,1.16666666667,1.41666666667,18.0,9.0,1.5,0.75,24.0,31.0,1.0,1.29166666667,27.0,1.125
246,11/02/17,West Ham,West Brom,2,2,D,0,1,A,M Oliver,12.0,20.0,20.0,21.0,1.0,1.66666666667,1.66666666667,1.75,17.0,14.0,1.41666666667,1.16666666667,32.0,41.0,1.33333333333,1.70833333333,31.0,1.29166666667,22.0,10.0,14.0,15.0,1.83333333333,0.833333333333,1.16666666667,1.25,23.0,13.0,1.91666666667,1.08333333333,32.0,29.0,1.33333333333,1.20833333333,36.0,1.5
247,12/02/17,Burnley,Chelsea,1,1,D,1,1,D,K Friend,21.0,5.0,11.0,24.0,1.61538461538,0.454545454545,0.846153846154,2.18181818182,28.0,1.0,2.15384615385,0.0909090909091,26.0,35.0,1.08333333333,1.45833333333,29.0,1.20833333333,33.0,18.0,7.0,10.0,2.75,1.5,0.583333333333,0.833333333333,33.0,26.0,2.75,2.16666666667,51.0,17.0,2.125,0.708333333333,59.0,2.45833333333
248,12/02/17,Swansea,Leicester,2,0,H,2,0,H,J Moss,16.0,13.0,28.0,26.0,1.33333333333,1.08333333333,2.33333333333,2.16666666667,11.0,10.0,0.916666666667,0.833333333333,29.0,54.0,1.20833333333,2.25,21.0,0.875,16.0,8.0,16.0,25.0,1.33333333333,0.666666666667,1.33333333333,2.08333333333,18.0,3.0,1.5,0.25,24.0,41.0,1.0,1.70833333333,21.0,0.875
249,13/02/17,Bournemouth,Man City,0,2,A,0,1,A,N Swarbrick,21.0,14.0,19.0,28.0,1.75,1.16666666667,1.58333333333,2.33333333333,18.0,8.0,1.5,0.666666666667,35.0,47.0,1.45833333333,1.95833333333,26.0,1.08333333333,23.0,26.0,13.0,16.0,1.91666666667,2.16666666667,1.08333333333,1.33333333333,25.0,24.0,2.08333333333,2.0,49.0,29.0,2.04166666667,1.20833333333,49.0,2.04166666667
250,25/02/17,Chelsea,Swansea,3,1,H,1,1,D,N Swarbrick,33.0,19.0,7.0,11.0,2.75,1.46153846154,0.583333333333,0.846153846154,33.0,27.0,2.75,2.07692307692,52.0,18.0,2.08,0.72,60.0,2.4,18.0,13.0,28.0,26.0,1.38461538462,1.08333333333,2.15384615385,2.16666666667,14.0,10.0,1.07692307692,0.833333333333,31.0,54.0,1.24,2.16,24.0,0.96
251,25/02/17,Crystal Palace,Middlesbrough,1,0,H,1,0,H,R Madley,13.0,19.0,20.0,26.0,1.08333333333,1.46153846154,1.66666666667,2.0,7.0,12.0,0.583333333333,0.923076923077,32.0,46.0,1.28,1.84,19.0,0.76,11.0,8.0,14.0,13.0,0.846153846154,0.666666666667,1.07692307692,1.08333333333,13.0,9.0,1.0,0.75,19.0,27.0,0.76,1.08,22.0,0.88
252,25/02/17,Everton,Sunderland,2,0,H,1,0,H,S Attwell,25.0,15.0,10.0,17.0,2.08333333333,1.15384615385,0.833333333333,1.30769230769,25.0,16.0,2.08333333333,1.23076923077,40.0,27.0,1.6,1.08,41.0,1.64,14.0,10.0,24.0,22.0,1.07692307692,0.833333333333,1.84615384615,1.83333333333,12.0,7.0,0.923076923077,0.583333333333,24.0,46.0,0.96,1.84,19.0,0.76
253,25/02/17,Hull,Burnley,1,1,D,0,0,D,M Atkinson,16.0,6.0,21.0,28.0,1.33333333333,0.461538461538,1.75,2.15384615385,15.0,5.0,1.25,0.384615384615,22.0,49.0,0.88,1.96,20.0,0.8,22.0,5.0,12.0,24.0,1.57142857143,0.454545454545,0.857142857143,2.18181818182,29.0,1.0,2.07142857143,0.0909090909091,27.0,36.0,1.08,1.44,30.0,1.2
254,25/02/17,Watford,West Ham,1,1,D,1,0,H,C Pawson,17.0,12.0,18.0,24.0,1.41666666667,0.923076923077,1.5,1.84615384615,18.0,12.0,1.5,0.923076923077,29.0,42.0,1.16,1.68,30.0,1.2,14.0,20.0,22.0,21.0,1.07692307692,1.66666666667,1.69230769231,1.75,18.0,14.0,1.38461538462,1.16666666667,34.0,43.0,1.36,1.72,32.0,1.28
255,25/02/17,West Brom,Bournemouth,2,1,H,2,1,H,M Clattenburg,22.0,12.0,14.0,17.0,1.83333333333,0.923076923077,1.16666666667,1.30769230769,23.0,14.0,1.91666666667,1.07692307692,34.0,31.0,1.36,1.24,37.0,1.48,21.0,14.0,21.0,28.0,1.61538461538,1.16666666667,1.61538461538,2.33333333333,18.0,8.0,1.38461538462,0.666666666667,35.0,49.0,1.4,1.96,26.0,1.04
256,26/02/17,Tottenham,Stoke,4,0,H,4,0,H,J Moss,26.0,20.0,5.0,13.0,2.16666666667,1.53846153846,0.416666666667,1.0,32.0,18.0,2.66666666667,1.38461538462,46.0,18.0,1.84,0.72,50.0,2.0,16.0,14.0,15.0,21.0,1.23076923077,1.16666666667,1.15384615385,1.75,20.0,12.0,1.53846153846,1.0,30.0,36.0,1.2,1.44,32.0,1.28
257,27/02/17,Leicester,Liverpool,3,1,H,2,0,H,M Oliver,16.0,8.0,16.0,27.0,1.33333333333,0.615384615385,1.33333333333,2.07692307692,18.0,3.0,1.5,0.230769230769,24.0,43.0,0.96,1.72,21.0,0.84,31.0,23.0,11.0,19.0,2.58333333333,1.76923076923,0.916666666667,1.46153846154,27.0,22.0,2.25,1.69230769231,54.0,30.0,2.16,1.2,49.0,1.96
258,04/03/17,Leicester,Hull,3,1,H,1,1,D,M Dean,19.0,8.0,17.0,27.0,1.46153846154,0.615384615385,1.30769230769,2.07692307692,21.0,3.0,1.61538461538,0.230769230769,27.0,44.0,1.03846153846,1.69230769231,24.0,0.923076923077,17.0,6.0,22.0,28.0,1.30769230769,0.461538461538,1.69230769231,2.15384615385,16.0,5.0,1.23076923077,0.384615384615,23.0,50.0,0.884615384615,1.92307692308,21.0,0.807692307692
259,04/03/17,Liverpool,Arsenal,3,1,H,2,0,H,R Madley,31.0,24.0,11.0,22.0,2.58333333333,1.71428571429,0.916666666667,1.57142857143,27.0,22.0,2.25,1.57142857143,55.0,33.0,2.11538461538,1.26923076923,49.0,1.88461538462,26.0,28.0,13.0,15.0,2.0,2.33333333333,1.0,1.25,29.0,21.0,2.23076923077,1.75,54.0,28.0,2.16,1.12,50.0,2.0
260,04/03/17,Man United,Bournemouth,1,1,D,1,1,D,K Friend,19.0,19.0,9.0,12.0,1.46153846154,1.58333333333,0.692307692308,1.0,24.0,24.0,1.84615384615,2.0,38.0,21.0,1.52,0.84,48.0,1.92,21.0,15.0,21.0,30.0,1.61538461538,1.15384615385,1.61538461538,2.30769230769,18.0,8.0,1.38461538462,0.615384615385,36.0,51.0,1.38461538462,1.96153846154,26.0,1.0
261,04/03/17,Stoke,Middlesbrough,2,0,H,2,0,H,C Pawson,16.0,14.0,15.0,25.0,1.23076923077,1.07692307692,1.15384615385,1.92307692308,20.0,12.0,1.53846153846,0.923076923077,30.0,40.0,1.15384615385,1.53846153846,32.0,1.23076923077,11.0,8.0,14.0,14.0,0.846153846154,0.615384615385,1.07692307692,1.07692307692,13.0,9.0,1.0,0.692307692308,19.0,28.0,0.730769230769,1.07692307692,22.0,0.846153846154
262,04/03/17,Swansea,Burnley,3,2,H,1,1,D,A Taylor,18.0,14.0,28.0,29.0,1.38461538462,1.07692307692,2.15384615385,2.23076923077,14.0,10.0,1.07692307692,0.769230769231,32.0,57.0,1.23076923077,2.19230769231,24.0,0.923076923077,22.0,6.0,12.0,25.0,1.57142857143,0.5,0.857142857143,2.08333333333,29.0,2.0,2.07142857143,0.166666666667,28.0,37.0,1.07692307692,1.42307692308,31.0,1.19230769231
263,04/03/17,Watford,Southampton,3,4,A,1,2,A,J Moss,18.0,12.0,19.0,24.0,1.38461538462,0.923076923077,1.46153846154,1.84615384615,19.0,12.0,1.46153846154,0.923076923077,30.0,43.0,1.15384615385,1.65384615385,31.0,1.19230769231,14.0,14.0,14.0,17.0,1.16666666667,1.07692307692,1.16666666667,1.30769230769,18.0,12.0,1.5,0.923076923077,28.0,31.0,1.12,1.24,30.0,1.2
264,04/03/17,West Brom,Crystal Palace,0,2,A,0,0,D,M Jones,24.0,12.0,15.0,17.0,1.84615384615,0.923076923077,1.15384615385,1.30769230769,26.0,14.0,2.0,1.07692307692,36.0,32.0,1.38461538462,1.23076923077,40.0,1.53846153846,14.0,19.0,20.0,26.0,1.07692307692,1.46153846154,1.53846153846,2.0,10.0,12.0,0.769230769231,0.923076923077,33.0,46.0,1.26923076923,1.76923076923,22.0,0.846153846154
265,05/03/17,Sunderland,Man City,0,2,A,0,1,A,M Atkinson,14.0,10.0,24.0,24.0,1.07692307692,0.769230769231,1.84615384615,1.84615384615,12.0,7.0,0.923076923077,0.538461538462,24.0,48.0,0.923076923077,1.84615384615,19.0,0.730769230769,23.0,28.0,13.0,16.0,1.91666666667,2.15384615385,1.08333333333,1.23076923077,25.0,27.0,2.08333333333,2.07692307692,51.0,29.0,2.04,1.16,52.0,2.08
266,05/03/17,Tottenham,Everton,3,2,H,1,0,H,M Oliver,30.0,20.0,5.0,13.0,2.30769230769,1.53846153846,0.384615384615,1.0,35.0,18.0,2.69230769231,1.38461538462,50.0,18.0,1.92307692308,0.692307692308,53.0,2.03846153846,27.0,15.0,10.0,17.0,2.07692307692,1.15384615385,0.769230769231,1.30769230769,28.0,16.0,2.15384615385,1.23076923077,42.0,27.0,1.61538461538,1.03846153846,44.0,1.69230769231
267,06/03/17,West Ham,Chelsea,1,2,A,0,1,A,A Marriner,14.0,21.0,22.0,22.0,1.07692307692,1.61538461538,1.69230769231,1.69230769231,18.0,15.0,1.38461538462,1.15384615385,35.0,44.0,1.34615384615,1.69230769231,33.0,1.26923076923,36.0,19.0,8.0,11.0,2.76923076923,1.46153846154,0.615384615385,0.846153846154,36.0,27.0,2.76923076923,2.07692307692,55.0,19.0,2.11538461538,0.730769230769,63.0,2.42307692308
268,08/03/17,Man City,Stoke,0,0,D,0,0,D,N Swarbrick,23.0,30.0,13.0,16.0,1.91666666667,2.14285714286,1.08333333333,1.14285714286,25.0,30.0,2.08333333333,2.14285714286,53.0,29.0,2.03846153846,1.11538461538,55.0,2.11538461538,18.0,14.0,15.0,25.0,1.28571428571,1.07692307692,1.07142857143,1.92307692308,23.0,12.0,1.64285714286,0.923076923077,32.0,40.0,1.18518518519,1.48148148148,35.0,1.2962962963
269,11/03/17,Bournemouth,West Ham,3,2,H,1,1,D,R Madley,21.0,16.0,21.0,31.0,1.61538461538,1.14285714286,1.61538461538,2.21428571429,18.0,9.0,1.38461538462,0.642857142857,37.0,52.0,1.37037037037,1.92592592593,27.0,1.0,15.0,21.0,24.0,22.0,1.07142857143,1.61538461538,1.71428571429,1.69230769231,18.0,15.0,1.28571428571,1.15384615385,36.0,46.0,1.33333333333,1.7037037037,33.0,1.22222222222
270,11/03/17,Everton,West Brom,3,0,H,2,0,H,G Scott,27.0,17.0,10.0,20.0,2.07692307692,1.21428571429,0.769230769231,1.42857142857,28.0,16.0,2.15384615385,1.14285714286,44.0,30.0,1.62962962963,1.11111111111,44.0,1.62962962963,24.0,12.0,17.0,17.0,1.71428571429,0.923076923077,1.21428571429,1.30769230769,26.0,14.0,1.85714285714,1.07692307692,36.0,34.0,1.33333333333,1.25925925926,40.0,1.48148148148
271,11/03/17,Hull,Swansea,2,1,H,0,0,D,A Marriner,17.0,7.0,22.0,31.0,1.30769230769,0.5,1.69230769231,2.21428571429,16.0,5.0,1.23076923077,0.357142857143,24.0,53.0,0.888888888889,1.96296296296,21.0,0.777777777778,21.0,14.0,30.0,29.0,1.5,1.07692307692,2.14285714286,2.23076923077,17.0,10.0,1.21428571429,0.769230769231,35.0,59.0,1.2962962963,2.18518518519,27.0,1.0
272,12/03/17,Liverpool,Burnley,2,1,H,1,1,D,C Pawson,34.0,24.0,12.0,22.0,2.61538461538,1.71428571429,0.923076923077,1.57142857143,30.0,22.0,2.30769230769,1.57142857143,58.0,34.0,2.14814814815,1.25925925926,52.0,1.92592592593,22.0,8.0,12.0,28.0,1.57142857143,0.615384615385,0.857142857143,2.15384615385,29.0,2.0,2.07142857143,0.153846153846,30.0,40.0,1.11111111111,1.48148148148,31.0,1.14814814815
273,18/03/17,Bournemouth,Swansea,2,0,H,1,0,H,M Dean,24.0,16.0,23.0,31.0,1.71428571429,1.14285714286,1.64285714286,2.21428571429,21.0,9.0,1.5,0.642857142857,40.0,54.0,1.42857142857,1.92857142857,30.0,1.07142857143,21.0,15.0,30.0,31.0,1.5,1.07142857143,2.14285714286,2.21428571429,17.0,10.0,1.21428571429,0.714285714286,36.0,61.0,1.28571428571,2.17857142857,27.0,0.964285714286
274,18/03/17,Crystal Palace,Watford,1,0,H,0,0,D,M Atkinson,14.0,21.0,20.0,26.0,1.07692307692,1.5,1.53846153846,1.85714285714,10.0,15.0,0.769230769231,1.07142857143,35.0,46.0,1.2962962963,1.7037037037,25.0,0.925925925926,21.0,12.0,23.0,24.0,1.5,0.923076923077,1.64285714286,1.84615384615,19.0,12.0,1.35714285714,0.923076923077,33.0,47.0,1.22222222222,1.74074074074,31.0,1.14814814815
275,18/03/17,Everton,Hull,4,0,H,1,0,H,P Tierney,30.0,17.0,10.0,20.0,2.14285714286,1.21428571429,0.714285714286,1.42857142857,31.0,16.0,2.21428571429,1.14285714286,47.0,30.0,1.67857142857,1.07142857143,47.0,1.67857142857,19.0,7.0,23.0,31.0,1.35714285714,0.5,1.64285714286,2.21428571429,19.0,5.0,1.35714285714,0.357142857143,26.0,54.0,0.928571428571,1.92857142857,24.0,0.857142857143
276,18/03/17,Stoke,Chelsea,1,2,A,1,1,D,A Taylor,18.0,14.0,15.0,25.0,1.28571428571,1.0,1.07142857143,1.78571428571,23.0,13.0,1.64285714286,0.928571428571,32.0,40.0,1.14285714286,1.42857142857,36.0,1.28571428571,36.0,21.0,8.0,12.0,2.76923076923,1.5,0.615384615385,0.857142857143,36.0,30.0,2.76923076923,2.14285714286,57.0,20.0,2.11111111111,0.740740740741,66.0,2.44444444444
277,18/03/17,Sunderland,Burnley,0,0,D,0,0,D,R Madley,14.0,10.0,26.0,24.0,1.0,0.769230769231,1.85714285714,1.84615384615,12.0,7.0,0.857142857143,0.538461538462,24.0,50.0,0.888888888889,1.85185185185,19.0,0.703703703704,22.0,9.0,12.0,30.0,1.57142857143,0.642857142857,0.857142857143,2.14285714286,29.0,2.0,2.07142857143,0.142857142857,31.0,42.0,1.10714285714,1.5,31.0,1.10714285714
278,18/03/17,West Brom,Arsenal,3,1,H,1,1,D,N Swarbrick,24.0,12.0,17.0,20.0,1.71428571429,0.857142857143,1.21428571429,1.42857142857,26.0,14.0,1.85714285714,1.0,36.0,37.0,1.28571428571,1.32142857143,40.0,1.42857142857,26.0,29.0,13.0,18.0,2.0,2.23076923077,1.0,1.38461538462,29.0,21.0,2.23076923077,1.61538461538,55.0,31.0,2.11538461538,1.19230769231,50.0,1.92307692308
279,18/03/17,West Ham,Leicester,2,3,A,1,3,A,R East,15.0,23.0,24.0,25.0,1.07142857143,1.64285714286,1.71428571429,1.78571428571,18.0,15.0,1.28571428571,1.07142857143,38.0,49.0,1.35714285714,1.75,33.0,1.17857142857,22.0,8.0,18.0,27.0,1.57142857143,0.615384615385,1.28571428571,2.07692307692,24.0,3.0,1.71428571429,0.230769230769,30.0,45.0,1.11111111111,1.66666666667,27.0,1.0
280,19/03/17,Man City,Liverpool,1,1,D,0,0,D,M Oliver,23.0,30.0,13.0,16.0,1.76923076923,2.14285714286,1.0,1.14285714286,26.0,30.0,2.0,2.14285714286,53.0,29.0,1.96296296296,1.07407407407,56.0,2.07407407407,36.0,24.0,13.0,22.0,2.57142857143,1.71428571429,0.928571428571,1.57142857143,33.0,22.0,2.35714285714,1.57142857143,60.0,35.0,2.14285714286,1.25,55.0,1.96428571429
281,19/03/17,Middlesbrough,Man United,1,3,A,0,1,A,J Moss,11.0,8.0,14.0,16.0,0.846153846154,0.571428571429,1.07692307692,1.14285714286,13.0,9.0,1.0,0.642857142857,19.0,30.0,0.703703703704,1.11111111111,22.0,0.814814814815,20.0,19.0,10.0,12.0,1.42857142857,1.58333333333,0.714285714286,1.0,25.0,24.0,1.78571428571,2.0,39.0,22.0,1.5,0.846153846154,49.0,1.88461538462
282,19/03/17,Tottenham,Southampton,2,1,H,2,0,H,A Marriner,33.0,20.0,7.0,13.0,2.35714285714,1.53846153846,0.5,1.0,38.0,18.0,2.71428571429,1.38461538462,53.0,20.0,1.96296296296,0.740740740741,56.0,2.07407407407,14.0,18.0,14.0,20.0,1.16666666667,1.28571428571,1.16666666667,1.42857142857,18.0,15.0,1.5,1.07142857143,32.0,34.0,1.23076923077,1.30769230769,33.0,1.26923076923
